,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell beatmet,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,F채lle COVID-19 aktuell in Behandlung,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Betten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Gesamtzahl aktuell betreibbarer Intensivbetten,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell belegt,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Intensivbetten aktuell frei,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten,Prozentualer Anteil beatmeter Patienten
2020-04-14 09:15:16.905802,277,438,53,28,8,51,77,8,43,345,60,35,21,16,18,nan,38,"1,516",355,572,70,40,10,69,90,9,60,475,89,61,30,28,26,nan,53,"2,037","2,274","3,213",790.0,546.0,98.0,471.0,787,391.0,793,"4,868",724.0,340.0,789,406.0,580.0,678.0,"17,748",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"1,304","2,015",562,302,45,296,560,227,345,"2,944",388,119,435,212,298,nan,328,"10,380",970,"1,198",228,244,53,175,227,164,448,"1,924",336,221,354,194,282,nan,350,"7,368",78.0%,76.6%,75.7%,70.0%,80.0%,73.9%,85.6%,88.9%,71.7%,72.6%,67.4%,57.4%,70.0%,57.1%,69.2%,nan,71.7%,74.4%
2020-04-14 10:24:39.227891,273,438,53,27,8,43,107,8,43,346,60,35,21,16,18,nan,38,"1,534",351,572,70,40,10,59,131,10,60,476,89,61,30,28,26,nan,54,"2,067","2,276","3,213",814.0,556.0,98.0,462.0,881,401.0,793,"4,868",724.0,340.0,789,406.0,580.0,707.0,"17,908",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"1,309","2,012",581,302,45,289,640,229,345,"2,947",388,119,436,212,298,nan,338,"10,490",967,"1,201",233,254,53,173,241,172,448,"1,921",336,221,353,194,282,nan,369,"7,418",77.8%,76.6%,75.7%,67.5%,80.0%,72.9%,81.7%,80.0%,71.7%,72.7%,67.4%,57.4%,70.0%,57.1%,69.2%,nan,70.4%,74.2%
2020-04-15 10:50:34.665101,338,526,67,33,5,65,97,9,71,450,79,42,28,21,19,nan,39,"1,889",468,696,85,53,8,91,117,13,105,597,108,53,46,37,29,nan,61,"2,567","2,688","3,901",971.0,772.0,96.0,663.0,"1,148",497.0,"1,257","5,850",887.0,453.0,"1,019",641.0,681.0,833.0,"22,357",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"1,508","2,476",666,373,46,414,782,302,608,"3,354",490,200,555,323,346,nan,404,"12,847","1,180","1,425",305,399,50,249,366,195,649,"2,496",397,253,464,318,335,nan,429,"9,510",72.2%,75.6%,78.8%,62.3%,62.5%,71.4%,82.9%,69.2%,67.6%,75.4%,73.1%,79.2%,60.9%,56.8%,65.5%,nan,63.9%,73.6%
2020-04-16 09:05:41.153480,322,484,70,34,5,72,134,5,82,445,84,44,29,20,26,nan,42,"1,898",433,643,83,47,7,101,158,9,125,584,122,52,46,33,42,nan,59,"2,544",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"2,990","3,738","1,059",890.0,109.0,802.0,"1,575",608.0,"1,591","6,141","1,087",455.0,"1,171",636.0,987.0,nan,995.0,"24,834","1,655","2,430",731,452,53,480,987,343,820,"3,586",530,191,668,350,472,nan,461,"14,209","1,335","1,308",328,438,56,322,588,265,771,"2,555",557,264,503,286,515,nan,534,"10,625",74.4%,75.3%,84.3%,72.3%,71.4%,71.3%,84.8%,55.6%,65.6%,76.2%,68.9%,84.6%,63.0%,60.6%,61.9%,nan,71.2%,74.6%
2020-04-16 09:07:31.330989,322,484,70,34,5,72,134,5,82,445,84,44,29,20,26,nan,42,"1,898",433,643,83,47,7,101,158,9,125,584,122,52,46,33,42,nan,59,"2,544",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"2,990","3,738","1,059",890.0,109.0,802.0,"1,575",608.0,"1,591","6,141","1,087",455.0,"1,171",636.0,987.0,nan,995.0,"24,834","1,655","2,430",731,452,53,480,987,343,820,"3,586",530,191,668,350,472,nan,461,"14,209","1,335","1,308",328,438,56,322,588,265,771,"2,555",557,264,503,286,515,nan,534,"10,625",74.4%,75.3%,84.3%,72.3%,71.4%,71.3%,84.8%,55.6%,65.6%,76.2%,68.9%,84.6%,63.0%,60.6%,61.9%,nan,71.2%,74.6%
2020-04-17 08:28:54.213036,342,497,63,33,7,53,146,6,112,443,83,44,41,21,30,nan,36,"1,957",476,659,77,53,11,68,186,8,154,587,111,60,58,32,41,nan,48,"2,629",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"3,337","4,065","1,076",961.0,127.0,631.0,"2,077",603.0,"2,163","6,342","1,143",461.0,"1,182",670.0,"1,086",nan,931.0,"26,855","1,831","2,540",719,520,61,377,"1,270",361,"1,114","3,759",585,204,677,363,531,nan,436,"15,348","1,506","1,525",357,441,66,254,807,242,"1,049","2,583",558,257,505,307,555,nan,495,"11,507",71.8%,75.4%,81.8%,62.3%,63.6%,77.9%,78.5%,75.0%,72.7%,75.5%,74.8%,73.3%,70.7%,65.6%,73.2%,nan,75.0%,74.4%
2020-04-17 12:29:31.831956,361,490,68,33,7,70,137,6,117,416,76,32,41,20,28,nan,32,"1,934",484,678,90,52,11,87,179,8,154,560,97,50,57,26,40,nan,45,"2,618",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"3,368","4,182","1,094",991.0,123.0,836.0,"1,994",678.0,"2,278","6,252","1,097",389.0,"1,199",739.0,"1,078",nan,897.0,"27,195","1,918","2,715",742,538,60,511,"1,185",433,"1,232","3,749",567,191,708,428,532,nan,473,"15,982","1,450","1,467",352,453,63,325,809,245,"1,046","2,503",530,198,491,311,546,nan,424,"11,213",74.6%,72.3%,75.6%,63.5%,63.6%,80.5%,76.5%,75.0%,76.0%,74.3%,78.4%,64.0%,71.9%,76.9%,70.0%,nan,71.1%,73.9%
2020-04-18 08:46:08.225234,368,494,62,33,9,77,137,5,110,418,86,44,58,22,26,nan,38,"1,987",502,673,85,51,12,96,180,6,148,575,108,68,74,31,39,nan,52,"2,700",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"3,456","4,137","1,127","1,004",131.0,841.0,"2,042",673.0,"2,301","6,364","1,216",467.0,"1,255",879.0,982,nan,"1,003","27,878","1,958","2,631",718,552,65,505,"1,223",441,"1,266","3,742",601,198,749,475,528,nan,540,"16,192","1,498","1,506",409,452,66,336,819,232,"1,035","2,622",615,269,506,404,454,nan,463,"11,686",73.3%,73.4%,72.9%,64.7%,75.0%,80.2%,76.1%,83.3%,74.3%,72.7%,79.6%,64.7%,78.4%,71.0%,66.7%,nan,73.1%,73.6%
2020-04-19 15:47:56.327901,339,495,62,21,10,66,149,5,110,440,83,27,44,21,23,nan,40,"1,935",482,660,75,37,13,84,191,7,161,581,108,50,59,32,35,nan,51,"2,626",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"3,488","4,178","1,145",945,229.0,830.0,"2,077",686.0,"2,148","6,500","1,210",374.0,"1,235",853.0,"1,005",nan,994,"27,897","1,995","2,605",775,483,130,482,"1,197",435,"1,226","3,815",551,173,739,467,513,nan,524,"16,110","1,493","1,573",370,462,99,348,880,251,922,"2,685",659,201,496,386,492,nan,470,"11,787",70.3%,75.0%,82.7%,56.8%,76.9%,78.6%,78.0%,71.4%,68.3%,75.7%,76.9%,54.0%,74.6%,65.6%,65.7%,nan,78.4%,73.7%
2020-04-20 19:14:17.392154,323,488,100,31,9,67,165,5,108,403,88,24,43,17,18,nan,36,"1,925",489,672,128,55,13,83,217,7,178,538,117,45,63,22,31,nan,42,"2,700",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"3,502","4,153","1,167",973,196.0,816.0,"2,165",745.0,"2,321","6,440","1,229",372.0,"1,237",734.0,966,nan,825,"27,841","2,016","2,615",779,516,109,458,"1,253",452,"1,312","3,828",590,179,735,394,473,nan,381,"16,090","1,486","1,538",388,457,87,358,912,293,"1,009","2,612",639,193,502,340,493,nan,444,"11,751",66.1%,72.6%,78.1%,56.4%,69.2%,80.7%,76.0%,71.4%,60.7%,74.9%,75.2%,53.3%,68.3%,77.3%,58.1%,nan,85.7%,71.3%
2020-04-20 19:17:34.662993,323,488,100,31,9,67,165,5,108,403,88,24,43,17,18,nan,36,"1,925",489,672,128,55,13,83,217,7,178,538,117,45,63,22,31,nan,42,"2,700",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"3,502","4,153","1,167",973,196.0,816.0,"2,165",745.0,"2,321","6,440","1,229",372.0,"1,237",734.0,966,nan,825,"27,841","2,016","2,615",779,516,109,458,"1,253",452,"1,312","3,828",590,179,735,394,473,nan,381,"16,090","1,486","1,538",388,457,87,358,912,293,"1,009","2,612",639,193,502,340,493,nan,444,"11,751",66.1%,72.6%,78.1%,56.4%,69.2%,80.7%,76.0%,71.4%,60.7%,74.9%,75.2%,53.3%,68.3%,77.3%,58.1%,nan,85.7%,71.3%
